id_muestra;macroarea;metodologia;pais;titulo;issn_impreso;issn_electronico;editor;idiomas;areas_tematicas;url_revista;url_doaj;proceso_revision;tiene_apc;articulos_a_revisar
228;Ciencias Naturales y Exactas;Experimental + Estadística;Brasil;Serviço Social & Sociedade;0101-6628;2317-6318;Cortez Editora Ltda;English, Portuguese;Social Sciences: Social pathology. Social and public welfare. Criminology;https://www.scielo.br/j/sssoc/;https://doaj.org/toc/60810fdba8e14a41b004aa3fe5bac568;Double anonymous peer review;Yes;10
229;Ciencias Naturales y Exactas;Inferencia Estadística;Brasil;Sociedade e Estado;0102-6992;1980-5462;Universidade de Brasília;English, Portuguese, Spanish;Social Sciences: Social sciences (General);http://www.scielo.br/se;https://doaj.org/toc/3108687f4b9d442682303d12b2a83207;Peer review;No;10
230;Ciencias Naturales y Exactas;Inferencia Estadística;Colombia;Sotavento MBA;0123-3734;2346-2175;Universidad Externado de Colombia;Spanish;Social Sciences: Economic history and conditions | Social Sciences: Economic theory. Demography;https://revistas.uexternado.edu.co/index.php/sotavento;https://doaj.org/toc/01d1848112ec4fa582003ca85b9e6c55;Double anonymous peer review;No;10
231;Ciencias Naturales y Exactas;Experimental;Brasil;Tecnologia em Metalurgia, Materiais e Mineração;;2176-1523;Associação Brasileira de Metalurgia, Materiais e Mineração;Portuguese, Spanish, English;Technology: Electrical engineering. Electronics. Nuclear engineering: Materials of engineering and construction. Mechanics of materials | Technology: Mining engineering. Metallurgy | Social Sciences: Industries. Land use. Labor: Management. Industrial management: Technological innovations. Automation;https://www.tecnologiammm.com.br/;https://doaj.org/toc/75b18309396b4fe4b8a567e65a811427;Editorial review, Double anonymous peer review;Yes;10
232;Ciencias Naturales y Exactas;Inferencia Estadística;Brasil;Trabalho & Educação;1516-9537;2238-037X;Universidade Federal de Minas Gerais;Portuguese;Education: Special aspects of education | Social Sciences: Industries. Land use. Labor: Labor. Work. Working class;https://periodicos.ufmg.br/index.php/trabedu/index;https://doaj.org/toc/e22285336b59413fb7ad3577b35896aa;Double anonymous peer review;No;10
233;Ciencias Naturales y Exactas;Inferencia Estadística;Chile;UCMaule;;0719-9872;Universidad Católica del Maule;Spanish, English;Social Sciences: Social sciences (General);https://revistaucmaule.ucm.cl/;https://doaj.org/toc/1c3158d5192c4e3c926a4e2450797771;Double anonymous peer review;No;10
234;Ciencias Naturales y Exactas;Inferencia Estadística;Colombia;Via Inveniendi Et Iudicandi;;1909-0528;Universidad Santo Tomás;Spanish;Law | Political science: Political science (General);https://revistas.usantotomas.edu.co/index.php/viei;https://doaj.org/toc/e099d59cb0984b07b19fcdbd579c4718;Double anonymous peer review;No;10
235;Ciencias Naturales y Exactas;Experimental + Estadística;Brasil;arq.urb;;1984-5766;Universidade São Judas Tadeu Programa de Pós-Graduação Stricto Sensu em Arquitetura e Urbanismo;English, Spanish, Portuguese;Geography. Anthropology. Recreation: Human ecology. Anthropogeography: Settlements: Cities. Urban geography | Fine Arts: Architecture;https://www.revistaarqurb.com.br;https://doaj.org/toc/5f7b089a95de4160b6cf22296cc3100c;Double anonymous peer review;No;10
236;Ciencias Naturales y Exactas;Inferencia Estadística;Brasil;Ágora;1414-0454;1982-6737;Universidade de Santa Cruz do Sul;Spanish, Portuguese;Auxiliary sciences of history | History (General) and history of Europe: History (General) | Geography. Anthropology. Recreation: Geography (General);https://online.unisc.br/seer/index.php/agora/index;https://doaj.org/toc/a1471de2624c4b0684aa344636c24537;Peer review;No;10
237;Ciencias de la Salud;Experimental + Estadística;Brasil;Acta Scientiarum. Health Sciences;1679-9291;1807-8648;Universidade Estadual de Maringá;English, Portuguese;Medicine: Medicine (General) | Medicine: Pharmacy and materia medica;https://periodicos.uem.br/ojs/index.php/ActaSciHealthSci/;https://doaj.org/toc/9e1fb4b6b1c64d9faab174f968b2d6b3;Double anonymous peer review;No;10
238;Ciencias de la Salud;Experimental + Estadística;Argentina;Archivos Argentinos de Pediatria;0325-0075;1668-3501;Sociedad Argentina de Pediatria;Spanish, English;Medicine: Pediatrics;https://www.sap.org.ar/publicaciones;https://doaj.org/toc/c8429cc7d6264953984a7e01b0558e54;Double anonymous peer review;Yes;10
239;Ciencias de la Salud;Experimental + Estadística;Brasil;Asklepion;;2763-8960;Instituto Brasileiro de Informação em Ciência e Tecnologia (IBICT);Spanish, English, Portuguese;Medicine;https://asklepionrevista.info/asklepion;https://doaj.org/toc/3117c2f6bfc140868f9e0c44e07b31d1;Double anonymous peer review;No;10
240;Ciencias de la Salud;Experimental + Estadística;Brasil;BrJP;2595-0118;2595-3192;Sociedade Brasileira para o Estudo da Dor;Portuguese, English;Medicine;https://brjp.org.br/;https://doaj.org/toc/fabd470e095a496093a73be47c11f2f2;Double anonymous peer review;No;10
241;Ciencias de la Salud;Experimental + Estadística;Brasil;Brazilian Dental Journal;0103-6440;1806-4760;Fundação Odontológica de Ribeirão Preto;English;Medicine: Dentistry;http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-6440&lng=en&nrm=iso;https://doaj.org/toc/2fef84f002ef41cd96314843b2488c39;Peer review;Yes;10
242;Ciencias de la Salud;Experimental + Estadística;Brasil;Brazilian Journal of Veterinary Pathology;;1983-0246;Brazilian Association of Veterinary Pathology;English;Agriculture: Animal culture: Veterinary medicine | Medicine: Pathology;https://bjvp.org.br/;https://doaj.org/toc/4a5cf5ff4ed34462b8d9eb96164e7183;Anonymous peer review;Yes;10
243;Ciencias de la Salud;Experimental + Estadística;Brasil;Cadernos Ibero-Americanos de Direito Sanitário;2317-8396;2358-1824;Oswaldo Cruz Foundation, Health Law Program;Portuguese, Spanish, English;Law | Medicine: Public aspects of medicine;https://www.cadernos.prodisa.fiocruz.br/index.php/cadernos/index;https://doaj.org/toc/09bbe9be77254510ac949c380038544b;Double anonymous peer review;No;10
244;Ciencias de la Salud;Experimental + Estadística;Brasil;Cadernos de Saúde Pública;0102-311X;1678-4464;Escola Nacional de Saúde Pública Sergio Arouca, Fundação Oswaldo Cruz;English, Portuguese, Spanish;Medicine: Public aspects of medicine;https://www.scielo.br/j/csp/;https://doaj.org/toc/bbc7dab1c6b84b3ba409aace49c16eaf;Double anonymous peer review, Open peer review;No;10
245;Ciencias de la Salud;Experimental + Estadística;Argentina;Ciencia Veterinaria;1515-1883;1853-8495;Universidad Nacional de La Pampa, Facultad de Ciencias Veterinarias;English, Spanish;Agriculture: Animal culture: Veterinary medicine;https://cerac.unlpam.edu.ar/index.php/veterinaria/index;https://doaj.org/toc/2072cae0af3845aaa2e166c3982e677a;Editorial review, Double anonymous peer review;No;10
246;Ciencias de la Salud;Experimental + Estadística;Brasil;Escola Anna Nery;1414-8145;2177-9465;Universidade Federal do Rio de Janeiro;English, Portuguese, Spanish;Medicine: Nursing;https://www.scielo.br/j/ean/;https://doaj.org/toc/1bded2f3d697413e99de7894b8e6a618;Double anonymous peer review, Open peer review;Yes;10
247;Ciencias de la Salud;Experimental + Estadística;Argentina;Evidencia. Actualización en la Práctica Ambulatoria;1667-5703;1851-9776;Fundacion MF;Spanish;Medicine: Medicine (General);http://www.evidencia.org.ar/;https://doaj.org/toc/0174a0f31b454f52b3376328ff98be77;Peer review;No;10
248;Ciencias de la Salud;Experimental + Estadística;Brasil;Fisioterapia em Movimento;0103-5150;1980-5918;Editora Champagnat;English;Medicine: Therapeutics. Pharmacology | Medicine: Internal medicine: Special situations and conditions: Sports medicine;https://periodicos.pucpr.br/index.php/fisio;https://doaj.org/toc/50b86fc4c0614cfd85c040721681f395;Peer review;Yes;10
249;Ciencias de la Salud;Experimental + Estadística;Brasil;Geriatrics, Gerontology and Aging;2447-2115;2447-2123;Brazilian Society of Geriatrics and Gerontology;Portuguese, English;Medicine: Nursing | Medicine: Internal medicine: Special situations and conditions: Geriatrics | Medicine: Public aspects of medicine;http://ggaging.com;https://doaj.org/toc/6ac381a6bd49460c879e2fe44b0eba89;Double anonymous peer review, Open peer review;No;10
250;Ciencias de la Salud;Experimental + Estadística;Brasil;HSJ;;2966-0408;Hospital de Clínicas de Itajubá;Portuguese, English;Medicine;https://portalrcs.hcitajuba.org.br;https://doaj.org/toc/30bcdcd5bc6d4aab80cb915a8428f5c3;Editorial review, Double anonymous peer review;No;10
251;Ciencias de la Salud;Experimental + Estadística;Brasil;HU Revista;0103-3123;1982-8047;Universidade Federal de Juiz de Fora;Portuguese, English;Medicine: Medicine (General);https://periodicos.ufjf.br/index.php/hurevista/index;https://doaj.org/toc/5fb212cdb46e41cdb3234b32cffce286;Anonymous peer review;No;10
252;Ciencias de la Salud;Experimental + Estadística;Argentina;Hematología;0329-0379;2250-8309;Sociedad Argentina de Hematología;English, Spanish;Medicine: Internal medicine: Specialties of internal medicine: Diseases of the blood and blood-forming organs;http://www.revistahematologia.com.ar;https://doaj.org/toc/42faa09856d44c13a4b6b457ad55a25a;Double anonymous peer review;No;10
253;Ciencias de la Salud;Experimental + Estadística;Brasil;Interface: Comunicação, Saúde, Educação;1414-3283;1807-5762;Faculdade de Medicina de Botucatu (Unesp);English, Portuguese, Spanish;Medicine: Public aspects of medicine;http://www.scielo.br/scielo.php?script=sci_serial&pid=1414-3283&lng=en&nrm=iso;https://doaj.org/toc/22ba60dba0174691b97398758706196d;Double anonymous peer review;Yes;10
254;Ciencias de la Salud;Experimental + Estadística;Colombia;Investigación y Educación en Enfermería;0120-5307;2216-0280;Universidad de Antioquia;Portuguese, Spanish, English;Medicine: Nursing;https://revistas.udea.edu.co/index.php/iee;https://doaj.org/toc/5c1410c5b69d462db62cda9cac6c4c05;Double anonymous peer review;No;10
255;Ciencias de la Salud;Experimental + Estadística;Chile;Journal of Pharmacy & Pharmacognosy Research;;0719-4250;GarVal Editorial Ltda.;Spanish, English;Medicine: Therapeutics. Pharmacology | Medicine: Pharmacy and materia medica;https://jppres.com/;https://doaj.org/toc/291b6d79041b4936a634275e62cb5e95;Peer review;Yes;10
256;Ciencias de la Salud;Experimental + Estadística;Colombia;Medicina y Laboratorio;0123-2576;2500-7106;Edimeco;Spanish;Medicine;https://medicinaylaboratorio.com/index.php/myl/index;https://doaj.org/toc/b85dcae0e48846fba012a772bff68890;Double anonymous peer review;No;10
257;Ciencias de la Salud;Experimental + Estadística;Paraguay;Memorias del Instituto de Investigaciones en Ciencias de la Salud;1817-4620;1812-9528;Universidad Nacional de Asunción;Spanish;Medicine: Medicine (General);http://revistascientificas.una.py/index.php/RIIC/index;https://doaj.org/toc/8c15f0ac4e01415e88536c9120fe7cfb;Peer review;No;10
258;Ciencias de la Salud;Experimental + Estadística;Peru;Microbes, Infection and Chemotherapy;;2789-4274;Universidad Nacional Hermilio Valdizán de Huánuco;English;Medicine: Internal medicine: Infectious and parasitic diseases;http://revistas.unheval.edu.pe/index.php/mic/index;https://doaj.org/toc/851f3b6f9c2e4b8abe4559e3b38aabce;Double anonymous peer review;Yes;10
259;Ciencias de la Salud;Experimental + Estadística;Brasil;O Mundo da Saúde;0104-7809;1980-3990;Centro Universitário São Camilo;English, Portuguese;Medicine: Medicine (General);https://revistamundodasaude.emnuvens.com.br/mundodasaude/index;https://doaj.org/toc/8dfa344de8fd4b64b18f61c5ee11e7df;Editorial review, Peer review, Double anonymous peer review;Yes;10
260;Ciencias de la Salud;Experimental + Estadística;Paraguay;Pediatría;1683-979X;1683-9803;Sociedad Paraguaya de Pediatría;Spanish;Medicine: Pediatrics;https://www.revistaspp.org/index.php/pediatria;https://doaj.org/toc/c19d7cfa52a242e0ac8fed078b57d564;Double anonymous peer review;No;10
261;Ciencias de la Salud;Experimental + Estadística;Brasil;Pesquisa Brasileira em Odontopediatria e Clínica Integrada;1519-0501;1983-4632;Association of Support to Oral Health Research (APESB);English, Portuguese;Medicine: Dentistry;http://revista.uepb.edu.br/index.php/pboci/index;https://doaj.org/toc/eeca1150cda44bb28acdcd809ae9248c;Anonymous peer review;Yes;10
262;Ciencias de la Salud;Experimental + Estadística;Brasil;Pesquisa Veterinária Brasileira;0100-736X;1678-5150;Colégio Brasileiro de Patologia Animal (CBPA);Portuguese, English;Agriculture: Animal culture: Veterinary medicine;https://www.scielo.br/j/pvb/;https://doaj.org/toc/e50aac8b339247dcb2974ac59b2a0303;Anonymous peer review;Yes;10
263;Ciencias de la Salud;Experimental + Estadística;Brasil;Revista Amazonense de Geriatria e Gerontologia;;1983-6929;Fundação Universidade Aberta da Terceira Idade (FUnATI);Portuguese, English;Medicine: Internal medicine: Special situations and conditions: Geriatrics;https://raggfunati.com.br;https://doaj.org/toc/e37b3776d4e0410a910e1b988437932b;Double anonymous peer review;No;10
264;Ciencias de la Salud;Experimental + Estadística;Brasil;Revista Brasileira de Terapia Intensiva;0103-507X;1982-4335;Associação de Medicina Intensiva Brasileira;English, Portuguese, Spanish;Medicine: Internal medicine: Medical emergencies. Critical care. Intensive care. First aid;http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-507X&lng=en&nrm=iso;https://doaj.org/toc/8ba527d6fa9f4f80afdbd61e47c9eaba;Peer review;No;10
265;Ciencias de la Salud;Experimental + Estadística;Chile;Revista Chilena de Enfermería;;2452-5839;Departamento de Enfermería de la Universidad de Chile;Spanish, Portuguese, English;Medicine;https://revistachilenaenfermeria.uchile.cl/;https://doaj.org/toc/c78d5915aaaa4590a01189f70f94288f;Double anonymous peer review;No;10
266;Ciencias de la Salud;Experimental + Estadística;Brasil;Revista Ciência & Humanização do Hospital de Clínicas de Passo Fundo;;2675-6919;Hospital de Clínicas de Passo Fundo;Spanish, Portuguese;Medicine;https://rechhc.com.br/index.php/rechhc;https://doaj.org/toc/0f9202b0bff248e3bb6e98c0d6f7f478;Double anonymous peer review;No;10
267;Ciencias de la Salud;Experimental + Estadística;Peru;Revista Estomatológica Herediana;1019-4355;2225-7616;Universidad Peruana Cayetano Heredia;Spanish;Medicine: Dentistry;https://revistas.upch.edu.pe/index.php/REH;https://doaj.org/toc/a9f4f6937ca84127aa7fa34c0d2bb10f;Double anonymous peer review;No;10
268;Ciencias de la Salud;Experimental + Estadística;Peru;Revista Herediana de Rehabilitación;;2518-8526;School of Medical Technology, Faculty of Medicine, Universidad Peruana Cayetano Heredia;Portuguese, English, Spanish;Medicine: Medicine (General): Medical technology | Medicine: Therapeutics. Pharmacology;https://revistas.upch.edu.pe/index.php/RHR;https://doaj.org/toc/011d53305c524a83bc783f11a4ffc7d6;Double anonymous peer review;No;10
269;Ciencias de la Salud;Experimental + Estadística;Brasil;Revista Iberoamericana de Cirugía de la Mano;1698-8396;1698-840X;Thieme Revinter Publicações Ltda.;Portuguese, Spanish, English;Medicine: Surgery;https://doi.org/10.1055/s-00033287;https://doaj.org/toc/e8fd414c6b644067935b3ddaf4b3d381;Double anonymous peer review;No;10
270;Ciencias de la Salud;Experimental + Estadística;Brasil;Revista Internacional de Educação e Saúde;;2594-7907;Escola Bahiana de Medicina e Saúde Pública;English, Portuguese;Education: Special aspects of education | Medicine: Medicine (General) | Medicine: Public aspects of medicine;https://www5.bahiana.edu.br/index.php/educacao/index;https://doaj.org/toc/cf9564c4670041fdb7496c65ae6346b4;Double anonymous peer review;No;10
271;Ciencias de la Salud;Experimental + Estadística;Peru;Revista Médica Herediana;1018-130X;1729-214X;Universidad Peruana Cayetano Heredia;Spanish;Medicine;https://revistas.upch.edu.pe/index.php/RMH/index;https://doaj.org/toc/7d489e70c2db42dfaa8f78a60250ff49;Double anonymous peer review;No;10
272;Ciencias de la Salud;Experimental + Estadística;Argentina;Revista Médica de Rosario;0327-5019;1851-2135;Círculo Médico de Rosario;Spanish;Medicine: Medicine (General);http://www.revistamedicaderosario.org;https://doaj.org/toc/f701b79b40504af9bb4921cbd50786e7;Double anonymous peer review;No;10
273;Ciencias de la Salud;Experimental + Estadística;Colombia;Revista Nacional de Odontología;1900-3080;2357-4607;Fondo Editorial Universidad Cooperativa de Colombia;Spanish;Medicine: Dentistry;http://revistas.ucc.edu.co/index.php/od;https://doaj.org/toc/14adabfc29ed4d4d99813f70287a1258;Double anonymous peer review;No;10
274;Ciencias de la Salud;Experimental + Estadística;Peru;Revista Peruana de Cardiología;1728-5925;1609-7335;Permanyer;Spanish, English;Medicine;https://www.revistaperuanadecardiologia.com/index.php;https://doaj.org/toc/9417090dd1c945b7b19ebbd7d53d9507;Double anonymous peer review;No;10
275;Ciencias de la Salud;Experimental + Estadística;Peru;Revista Peruana de Investigación en Salud;;2616-6097;Universidad Nacional Hermilio Valdizán;Spanish;Medicine: Medicine (General) | Medicine: Public aspects of medicine;http://revistas.unheval.edu.pe/index.php/repis;https://doaj.org/toc/b4f89c9a62ba4f72a6c0dd17777f59a8;Double anonymous peer review;No;10
276;Ciencias de la Salud;Experimental + Estadística;Brasil;Revista Pró-UniverSUS;;2179-8931;Universidade de Vassouras;Spanish, English, Portuguese;Medicine: Nursing | Medicine: Dentistry | Medicine: Medicine (General);http://editora.univassouras.edu.br/index.php/RPU;https://doaj.org/toc/7fb68a13135c4ad18030ae7269c3122a;Double anonymous peer review;Yes;10
277;Ciencias de la Salud;Experimental + Estadística;Colombia;Revista Universitas Medica;0041-9095;2011-0839;Pontificia Universidad Javeriana;Spanish;Medicine;https://revistas.javeriana.edu.co/index.php/vnimedica/index;https://doaj.org/toc/0fac030a2a0d4fffaea6a59ee222190f;Double anonymous peer review;No;10
278;Ciencias de la Salud;Experimental + Estadística;Uruguay;Revista Uruguaya de Enfermería;0797-6194;2301-0371;Universidad de la República;Spanish;Medicine: Nursing;http://rue.fenf.edu.uy/index.php/rue;https://doaj.org/toc/3b291eeab09747b9bbcf4573fd55c613;Double anonymous peer review;No;10
279;Ciencias de la Salud;Experimental + Estadística;Brasil;Revista da Sociedade Brasileira de Medicina Tropical;0037-8682;1678-9849;Sociedade Brasileira de Medicina Tropical (SBMT);English;Medicine: Internal medicine: Special situations and conditions: Arctic medicine. Tropical medicine;https://www.scielo.br/j/rsbmt/;https://doaj.org/toc/c8270970a7a540dd8b903e4892157de3;Peer review;No;10
280;Ciencias de la Salud;Experimental + Estadística;Brasil;Revista de Ciências da Saúde Nova Esperança;1679-1983;2317-7160;Faculdades Nova Esperança;English, Portuguese;Medicine: Public aspects of medicine;https://revista.facene.com.br/index.php/revistane;https://doaj.org/toc/a07240991e944e74ad1abbab867d268c;Double anonymous peer review;No;10
281;Ciencias de la Salud;Experimental + Estadística;Brasil;Revista de Odontologia da UNESP;0101-1774;1807-2577;Universidade Estadual Paulista;Portuguese, English;Medicine: Dentistry;http://www.revodontolunesp.com.br;https://doaj.org/toc/65a5e92943694ff49a23b54659e62292;Peer review;Yes;10
282;Ciencias de la Salud;Experimental + Estadística;Colombia;Revista de Odontopediatria Latinoamericana;;2174-0798;Asociación Latinoamericana de Odontopediatría;Spanish, Portuguese, English;Medicine: Dentistry;http://www.revistaodontopediatria.org/;https://doaj.org/toc/f10d990618654564807b05a326e37d75;Double anonymous peer review;No;10
283;Ciencias de la Salud;Experimental + Estadística;Brasil;Revista de Saúde Pública do Paraná;2595-4474;2595-4482;Secretaria de Estado da Saúde do Paraná;Portuguese;Medicine: Public aspects of medicine;http://revista.escoladesaude.pr.gov.br/index.php/rspp;https://doaj.org/toc/19f095ffaca542d389a7ff2d527e827d;Double anonymous peer review;No;10
284;Ciencias de la Salud;Experimental + Estadística;Peru;Revista de Veterinaria y Zootecnia Amazónica;;2810-8175;Universidad Nacional de San Martín;English, Spanish;Agriculture: Animal culture: Veterinary medicine;https://revistas.unsm.edu.pe/index.php/revza;https://doaj.org/toc/4c7fa8dc35ec4984b8a1f421788717bc;Double anonymous peer review;No;10
285;Ciencias de la Salud;Experimental + Estadística;Argentina;Revista del Hospital Italiano de Buenos Aires;;2314-3312;Instituto Universitario Hospital Italiano de Buenos Aires;English, Spanish;Medicine: Medicine (General);https://ojs.hospitalitaliano.org.ar/index.php/revistahi/index;https://doaj.org/toc/76a83ca30db54100beb6c23ba5f51c6e;Double anonymous peer review;No;10
286;Ciencias de la Salud;Experimental + Estadística;Argentina;Revista del Hospital de Niños;0521-517X;2314-1239;Asociación de Profesionales del Hospital de Niños R. Gutiérez;Spanish;Medicine: Pediatrics | Medicine: Public aspects of medicine;http://revistapediatria.com.ar/;https://doaj.org/toc/d87a703b66f04b5488ef8754e0f9ab60;Double anonymous peer review;No;10
287;Ciencias de la Salud;Experimental + Estadística;Brasil;Vigilância Sanitária em Debate: Sociedade, Ciência & Tecnologia;;2317-269X;Fundação Oswaldo Cruz (FIOCRUZ);English, Portuguese;Medicine: Public aspects of medicine;https://visaemdebate.incqs.fiocruz.br/index.php/visaemdebate/index;https://doaj.org/toc/1bc691c7a96e4e0a981c792f7d948951;Peer review;No;10
288;Educacion;Inferencia Estadística;Argentina;Archivos de Ciencias de la Educación;;2346-8866;Universidad Nacional de La Plata;Spanish;Education;http://www.archivosdeciencias.fahce.unlp.edu.ar;https://doaj.org/toc/a9a0668cde2a40c0be7c28dd7eab29c4;Double anonymous peer review;No;10
289;Educacion;Inferencia Estadística;Brasil;EAD em Foco;;2177-8310;Fundação Cecierj;Portuguese;Education: Special aspects of education;http://eademfoco.cecierj.edu.br/index.php/Revista/index;https://doaj.org/toc/ce57f165ad274848af4ac1a306ab1f7d;Double anonymous peer review;No;10
290;Educacion;Inferencia Estadística;Peru;Educationis Momentum;2414-1364;2517-9853;Universidad Católica San Pablo;Spanish, English, Portuguese;Education;https://revistas.ucsp.edu.pe/index.php/emomentum;https://doaj.org/toc/5ac6dc52db864f38bbded540c4acd5da;Peer review;No;10
291;Educacion;Inferencia Estadística;Brasil;Ensino em Perspectivas;;2675-9144;Universidade Estadual do Ceará;Spanish, English, Portuguese;Education: Theory and practice of education;https://revistas.uece.br/index.php/ensinoemperspectivas/index;https://doaj.org/toc/a5ce0074bddd458a8d470cd313af2164;Open peer review;No;10
292;Educacion;Inferencia Estadística;Argentina;Historia de la Educación Anuario;;2313-9277;Sociedad Argentina de Investigación y Enseñanza en Historia de la Educación (SAIEHE);Portuguese, Spanish;Education: History of education;https://www.saiehe.org.ar/anuario/revista/;https://doaj.org/toc/8ed3e3e8b4724d6998cc782617b3f9b9;Double anonymous peer review;No;10
293;Educacion;Inferencia Estadística;Colombia;Infancias Imágenes;1657-9089;2665-511X;Universidad Distrital Francisco José de Caldas;Spanish;Education;https://revistas.udistrital.edu.co/index.php/infancias;https://doaj.org/toc/24430992aa31494ca66015f85ddfee27;Double anonymous peer review;No;10
294;Educacion;Inferencia Estadística;Brasil;Paidéi@;;1982-6109;Universidade Metropolitana de Santos;Portuguese;Education: Special aspects of education;https://periodicos.unimesvirtual.com.br/index.php/paideia/index;https://doaj.org/toc/d334ebe4902a463184e29c8ca9b0df47;Anonymous peer review;No;10
295;Educacion;Inferencia Estadística;Brasil;ReDiPE;;2675-2271;UNIFESSPA;Spanish, Portuguese, English;Education;https://periodicos.unifesspa.edu.br/index.php/ReDiPE/;https://doaj.org/toc/52fea79b5677434b85d49f8b7204f286;Double anonymous peer review;No;10
296;Educacion;Inferencia Estadística;Brasil;Revista Acadêmica Licencia&acturas;2318-5252;2525-5754;Instituto Superior de Educação Ivoti;Spanish, German, English, Portuguese;Education: Theory and practice of education;https://ws2.institutoivoti.com.br/ojs/index.php/licenciaeacturas/index;https://doaj.org/toc/6ede1d520e4245cb87ec22f95bfd8b42;Double anonymous peer review;No;10
297;Educacion;Inferencia Estadística;Peru;Revista Agustina de Educación;2961-2047;2961-2144;Universidad Nacional de San Agustín de Arequipa;Spanish, English;Education;https://revistas.unsa.edu.pe/index.php/rae/index;https://doaj.org/toc/9118a1b98acb4dcbaa198ac79ad6d81a;Peer review;No;10
298;Educacion;Inferencia Estadística;Brasil;Revista Brasileira de Educação;1413-2478;1809-449X;Associacao Nacional de Pós-Graduação e Pesquisa em Educação;Portuguese;Education;http://www.scielo.br/scielo.php?script=sci_serial&pid=1413-2478&lng=en&nrm=iso;https://doaj.org/toc/d2d02c187ed74029ac62e0b973a7f37d;Peer review;No;10
299;Educacion;Inferencia Estadística;Brasil;Revista Brasileira de Educação do Campo;;2525-4863;Universidade Federal do Norte do Tocantins;French, Spanish, Portuguese, English;Education;https://periodicos.ufnt.edu.br/index.php/campo;https://doaj.org/toc/e20455e6311b4990abf2baecf79175e5;Anonymous peer review;No;10
300;Educacion;Inferencia Estadística;Brasil;Revista Brasileira de Pesquisa em Educação em Ciências;;1984-2686;Associação Brasileira de Pesquisa em Educação em Ciências (ABRAPEC);Spanish, English, Portuguese;Education: Special aspects of education | Education: Theory and practice of education;https://periodicos.ufmg.br/index.php/rbpec/index;https://doaj.org/toc/b526154975a94070842caa44454b6c69;Double anonymous peer review;No;10
301;Educacion;Inferencia Estadística;Chile;Revista Educación Las Américas;;0719-7128;Universidad de las Américas;Spanish;Education;https://revistas.udla.cl/index.php/rea;https://doaj.org/toc/cba72910daa7466e83a1b12139823310;Double anonymous peer review;No;10
302;Educacion;Inferencia Estadística;Brasil;Revista Educação Especial;1808-270X;1984-686X;Universidade Federal de Santa Maria (UFSM);Portuguese;Education: Special aspects of education;http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/educacaoespecial;https://doaj.org/toc/6023f0fb56a149719934b3b96f5fbfe6;Peer review;No;10
303;Educacion;Inferencia Estadística;Chile;Revista Pedagogía Universitaria y Didáctica del Derecho;;0719-5885;Universidad de Chile;Portuguese, Spanish;Education: Special aspects of education | Law;http://www.pedagogiaderecho.uchile.cl/;https://doaj.org/toc/ab6d5208801a4a0692e0b82ae98a4107;Double anonymous peer review;No;10
304;Educacion;Inferencia Estadística;Brasil;Revista de Ciências Humanas;1518-4684;1981-9250;Universidade Regional Integrada do Alto Uruguai e das Missões (URI);Portuguese;Education: Special aspects of education | Education: Theory and practice of education;http://revistas.fw.uri.br/index.php/revistadech/index;https://doaj.org/toc/3785fb33b59c465896f71d865423d583;Peer review;No;10
305;Educacion;Inferencia Estadística;Argentina;Revista de la Escuela de Ciencias de la Educación;1851-6297;2362-3349;Laborde Editor;Spanish;Education;https://revistacseducacion.unr.edu.ar/index.php/educacion;https://doaj.org/toc/273b9e36e62f449b9db689dc8109ad07;Double anonymous peer review;No;10
306;Educacion;Inferencia Estadística;Argentina;Revista del Instituto de Investigaciones en Educación;;1853-1393;Universidad Nacional del Nordeste;Spanish, Portuguese, English;Education;https://revistas.unne.edu.ar/index.php/riie/index;https://doaj.org/toc/52d2a58f877e498cba4129e5a04b02e7;Double anonymous peer review;No;10
307;Ingenieria y Tecnologia;Experimental;Brasil;Journal of Aerospace Technology and Management;1984-9648;2175-9146;Instituto de Aeronáutica e Espaço (IAE);English;Technology: Motor vehicles. Aeronautics. Astronautics;http://www.jatm.com.br;https://doaj.org/toc/dd355a03874e4e69a6518e9b150c79c9;Anonymous peer review;Yes;10
308;Ingenieria y Tecnologia;Experimental;Brasil;Polímeros;0104-1428;1678-5169;Associação Brasileira de Polímeros;English;Technology: Chemical technology;https://www.scielo.br/j/po/;https://doaj.org/toc/102d07915e9a4f3d8f689aad2a15065c;Peer review, Anonymous peer review;Yes;10
309;Ingenieria y Tecnologia;Experimental;Colombia;Revista Fuentes El Reventón Energético;1657-6527;2145-8502;Universidad Industrial de Santander;Portuguese, English, Spanish;Technology: Electrical engineering. Electronics. Nuclear engineering | Technology: Mechanical engineering and machinery: Renewable energy sources;http://revistas.uis.edu.co/index.php/revistafuentes;https://doaj.org/toc/bf61eae84aef4dd78b652b88e4b5d1a1;Double anonymous peer review;No;10
310;Ingenieria y Tecnologia;Experimental + Estadística;Brasil;Revista Thema;1517-6312;2177-2894;Instituto Federal de Educação, Ciência e Tecnologia Sul-Rio-Grandense;Spanish, English, Portuguese;Education: Special aspects of education | Technology;https://periodicos.ifsul.edu.br/index.php/thema/index;https://doaj.org/toc/b19b31776c9c44ed916fa1df6f8c099a;Anonymous peer review;No;10
